platesmania/KR 744WW.jpg	KR 744WW	320,672;429,675;427,699;317,695		
platesmania/GD 658MF.jpg	GD 658MF	315,669;651,667;648,731;313,733		
platesmania/PO 3R153.jpg	PO 3R153	483,920;615,938;615,972;483,951		
platesmania/CB 494GX.jpg	CB 494GX	631,688;950,699;946,760;627,747		
platesmania/GD 293PJ.jpg	GD 293PJ	804,812;968,810;965,842;803,845		
platesmania/DSW 69GY.jpg	DSW 69GY	402,623;697,659;686,725;392,686		
platesmania/POZ 48HC.jpg	POZ 48HC	794,555;1049,536;1047,585;793,606		
platesmania/RLU 62WW.jpg	RLU 62WW	204,668;439,691;441,750;204,721		
platesmania/KBR 3W11.jpg	KBR 3W11	379,636;611,685;598,746;367,692		
platesmania/BWM 07858.jpg	BWM 07858	567,602;697,597;701,626;571,632		
platesmania/RP 58968.jpg	RP 58968	548,663;824,662;825,719;546,719		
platesmania/PKN 33529.jpg	PKN 33529	410,265;536,254;535,283;409,296		
platesmania/GA 094CC.jpg	GA 094CC	636,602;932,608;930,670;632,664		
platesmania/KR 997WL.jpg	KR 997WL	1186,854;1444,843;1444,899;1182,910		
platesmania/WN 6720H.jpg	WN 6720H	760,733;962,727;962,771;759,777		
platesmania/SC 7399E.jpg	SC 7399E	279,830;481,864;476,917;276,881		
platesmania/RZ 3259F.jpg	RZ 3259F	167,720;300,754;299,796;166,758		
platesmania/GDA 67P4.jpg	GDA 67P4	969,760;1120,751;1121,787;968,796		
platesmania/WOS 34599.jpg	WOS 34599	894,902;1015,901;1014,928;894,928		
platesmania/WOS H450.jpg	WOS H450	847,693;1106,666;1106,723;850,752		
platesmania/GA 693CL.jpg	GA 693CL	696,921;1020,938;1019,1004;698,984		
platesmania/WPR 8817C.jpg	WPR 8817C	409,714;639,734;630,785;400,762		
platesmania/WWL 0968A.jpg	WWL 0968A	880,1212;1009,1211;1009,1237;880,1238		
platesmania/RZ 3851F.jpg	RZ 3851F	224,530;334,522;334,552;224,557		
platesmania/DWR 84115.jpg	DWR 84115	362,808;647,825;644,884;360,866		
platesmania/EWE 1F18.jpg	EWE 1F18	378,594;677,608;677,671;379,659		
platesmania/SO 7272M.jpg	SO 7272M	903,767;1261,750;1267,821;905,841		
platesmania/WO 4125A.jpg	WO 4125A	437,842;552,847;551,870;436,865		
platesmania/DB 0121E.jpg	DB 0121E	263,811;426,824;421,873;260,860		
platesmania/SBE 59790.jpg	SBE 59790	161,714;307,773;300,837;155,771		
platesmania/DB 2534F.jpg	DB 2534F	311,536;522,543;522,586;308,579		
platesmania/GD 2467G.jpg	GD 2467G	779,922;882,919;881,940;779,941		
platesmania/WY 0508G.jpg	WY 0508G	344,862;431,863;431,884;344,880		
platesmania/KR 6W916.jpg	KR 6W916	832,695;1069,684;1058,734;824,749		
platesmania/HSN A002.jpg	HSN A002	603,762;802,744;806,786;604,804		
platesmania/GA 0098W.jpg	GA 0098W	486,822;601,823;600,846;485,844		
platesmania/WSI 8V47.jpg	WSI 8V47	326,934;438,940;440,961;327,957		
platesmania/NO 90472.jpg	NO 90472	756,995;812,995;811,1008;755,1006		
platesmania/KTA 17641.jpg	KTA 17641	346,576;612,600;608,652;344,630		
platesmania/KCH 8PY6.jpg	KCH 8PY6	623,640;926,654;922,716;618,704		
platesmania/N0 TAX.jpg	N0 TAX	743,615;982,607;985,656;746,667		
platesmania/WRA 52349.jpg	WRA 52349	245,645;417,657;409,695;238,683		
platesmania/KMY 4FN1.jpg	KMY 4FN1	1102,628;1272,591;1287,643;1120,687		
platesmania/DW 361FC.jpg	DW 361FC	150,781;308,785;310,824;150,820		
platesmania/LBI 25008.jpg	LBI 25008	1116,884;1316,831;1327,885;1126,946		
platesmania/KDA 17KM.jpg	KDA 17KM	656,445;888,441;891,489;658,495		
platesmania/NKE R379.jpg	NKE R379	943,772;1142,747;1137,794;938,825		
platesmania/SPS 48647.jpg	SPS 48647	516,898;775,903;772,953;512,952		
platesmania/BI 4155J.jpg	BI 4155J	441,710;558,714;557,739;440,734		
platesmania/CTR 6WH2.jpg	CTR 6WH2	356,994;468,997;467,1022;356,1017		
platesmania/WG 27470.jpg	WG 27470	925,722;1039,715;1039,748;925,756		
platesmania/KLI FG42.jpg	KLI FG42	367,790;638,817;631,875;360,846		
platesmania/WG 02155.jpg	WG 02155	763,641;1003,636;1005,686;764,691		
platesmania/GD 111PU.jpg	GD 111PU	816,843;1081,833;1082,889;815,901		
platesmania/KNS 631RF.jpg	KNS 631RF	774,969;914,972;913,1002;772,996		
platesmania/ES 11300.jpg	ES 11300	1299,927;1535,878;1530,938;1293,988		
platesmania/LTM 29235.jpg	LTM 29235	485,603;743,610;741,659;481,653		
platesmania/TKA 37JK.jpg	TKA 37JK	411,355;503,355;503,373;411,373		
platesmania/SG 7080M.jpg	SG 7080M	1053,622;1317,629;1322,685;1059,681		
platesmania/ONY 6ME2.jpg	ONY 6ME2	762,514;933,490;928,532;761,559		
platesmania/WF 91009.jpg	WF 91009	268,760;585,817;583,896;264,836		
platesmania/SK 30274.jpg	SK 30274	686,399;875,400;876,440;687,437		
platesmania/WB 6250K.jpg	WB 6250K	684,705;754,703;754,718;684,721		
platesmania/SK 980KR.jpg	SK 980KR	1008,650;1273,642;1278,698;1012,707		
platesmania/W8 LIDER.jpg	W8 LIDER	627,855;767,857;767,886;626,884		
platesmania/NO 5069L.jpg	NO 5069L	987,689;1065,688;1065,707;987,707		
platesmania/CBR 4GW9.jpg	CBR 4GW9	430,740;671,744;674,802;438,797		
platesmania/WND 60557.jpg	WND 60557	482,1110;614,1116;614,1149;481,1139		
platesmania/LTM 03380.jpg	LTM 03380	358,877;460,895;460,921;357,902		
platesmania/EL 6C952.jpg	EL 6C952	977,1006;1167,982;1166,1024;977,1046		
platesmania/RZ 1904K.jpg	RZ 1904K	287,734;602,799;591,872;279,800		
platesmania/NO 9968J.jpg	NO 9968J	390,878;510,890;509,919;390,905		
platesmania/WF 8888K.jpg	WF 8888K	936,909;1292,879;1289,956;935,991		
platesmania/WGR MX46.jpg	WGR MX46	434,674;557,689;555,714;431,698		
platesmania/WY 4069E.jpg	WY 4069E	1115,918;1203,905;1202,928;1115,941		
platesmania/PO 809KM.jpg	PO 809KM	229,500;331,501;330,526;228,523		
platesmania/NOL 19459.jpg	NOL 19459	976,922;1094,919;1093,942;976,944		
platesmania/WPI RR97.jpg	WPI RR97	376,429;489,428;488,451;375,451		
platesmania/KWI 46206.jpg	KWI 46206	605,1006;793,991;791,1025;605,1043		
platesmania/SR 0737K.jpg	SR 0737K	281,798;490,874;489,930;280,856		
platesmania/D1 FBF.jpg	D1 FBF	637,807;817,810;814,850;633,844		
platesmania/CW 93831.jpg	CW 93831	710,844;821,841;822,864;710,866		
platesmania/Z0 EMI.jpg	Z0 EMI	697,798;863,803;860,838;695,830		
platesmania/KOS 15500.jpg	KOS 15500	977,812;1303,786;1317,857;989,886		
platesmania/SK 191JF.jpg	SK 191JF	231,780;366,788;367,822;233,813		
platesmania/CNA RL88.jpg	CNA RL88	212,694;290,696;290,714;212,712		
platesmania/ZST 27323.jpg	ZST 27323	875,933;1175,922;1173,981;873,992		
platesmania/KCH CS95.jpg	KCH CS95	217,618;365,631;360,666;212,654		
platesmania/WP 74804.jpg	WP 74804	880,549;1098,560;1095,606;877,593		
platesmania/WX 93097.jpg	WX 93097;WE 2905J	559,509;786,533;784,589;560,561	266,323;324,313;325,329;266,338	
platesmania/NKE JN32.jpg	NKE JN32	334,792;406,796;405,815;334,810		
platesmania/WGM 23767.jpg	WGM 23767	223,707;303,709;303,728;223,725		
platesmania/GS 21384.jpg	GS 21384	316,473;610,475;602,537;309,532		
platesmania/LC 47272.jpg	LC 47272	694,446;991,453;993,508;696,502		
platesmania/SC 0874C.jpg	SC 0874C	361,650;558,647;554,689;355,689		
platesmania/WGM 1RH2.jpg	WGM 1RH2	215,705;286,707;286,726;216,724		
platesmania/WM 5278C.jpg	WM 5278C	401,1286;549,1289;550,1322;401,1318		
platesmania/G1 LASER.jpg	G1 LASER	307,677;394,681;389,707;302,701		
platesmania/WZ 7420M.jpg	WZ 7420M	491,849;745,866;743,923;490,905		
platesmania/DWL 77HS.jpg	DWL 77HS	369,683;590,748;581,808;359,740		
platesmania/DW 7H548.jpg	DW 7H548	309,978;431,989;426,1024;303,1011		
platesmania/PZ 124JK.jpg	PZ 124JK	377,865;698,890;691,963;370,938		
platesmania/WS 83300.jpg	WS 83300	434,754;679,764;672,816;429,804		
platesmania/OP 09170.jpg	OP 09170	1133,935;1375,901;1369,960;1125,1002		
platesmania/WH 59304.jpg	WH 59304	1107,643;1408,635;1412,695;1108,703		
platesmania/LLU 41776.jpg	LLU 41776	485,907;606,915;605,941;483,934		
platesmania/DJE 28UN.jpg	DJE 28UN	301,702;607,724;598,799;293,773		
train_plates/000000262145.jpg		296,212;300,238;440,238;436,212		
train_plates/000000262146.jpg		217,94;216,108;285,114;287,99		
train_plates/000000524291.jpg		247,8;244,37;383,55;387,25		
train_plates/000000524297.jpg		356,296;356,310;425,313;424,299		
train_plates/000000349527.jpg		170,11;172,24;251,17;249,4		
train_plates/000000262159.jpg		411,184;412,208;554,236;553,211		
train_plates/000000262162.jpg		377,324;377,345;498,334;498,313		
train_plates/000000524311.jpg		226,218;225,236;313,238;315,220		
train_plates/000000000025.jpg		194,285;190,315;342,309;346,280		
train_plates/000000262171.jpg				
train_plates/000000262172.jpg		270,163;269,194;415,208;417,176		
train_plates/000000524317.jpg		223,385;221,407;334,417;336,394		
train_plates/000000000030.jpg		215,47;216,79;372,50;370,19		
train_plates/000000262175.jpg		345,486;346,514;502,500;501,473		
train_plates/000000524320.jpg		364,273;366,288;450,287;447,273		
train_plates/000000000034.jpg		206,45;208,79;372,68;369,34		
train_plates/000000218459.jpg		173,497;173,511;245,508;245,494		
train_plates/000000262180.jpg		369,396;367,411;453,409;456,395		
train_plates/000000524325.jpg		50,74;49,88;122,85;124,72		
train_plates/000000262184.jpg		132,73;132,100;271,103;270,75		
train_plates/000000155376.jpg		333,230;333,251;439,256;438,234		
train_plates/000000000042.jpg		283,299;284,321;390,305;388,284		
train_plates/000000524331.jpg		72,150;73,173;195,170;193,148		
train_plates/000000262189.jpg		334,331;333,357;479,380;480,353		
train_plates/000000000049.jpg		190,280;190,313;353,316;353,283		
train_plates/000000524340.jpg		206,321;205,350;356,336;357,307		
train_plates/000000000009.jpg		154,262;156,284;284,265;281,244		
train_plates/000000262200.jpg		474,476;472,493;555,505;557,488		
train_plates/000000262201.jpg		231,304;232,335;398,327;396,296		
train_plates/000000262204.jpg		292,291;294,320;445,332;442,303		
train_plates/000000000061.jpg		150,18;149,39;249,45;251,23		
train_plates/000000524352.jpg		44,156;45,169;118,173;117,160		
train_plates/000000262213.jpg		78,43;78,68;231,48;232,24		
train_plates/000000000072.jpg		83,1;85,31;246,31;244,1		
train_plates/000000000074.jpg		5,356;1,388;158,414;163,381		
train_plates/000000262221.jpg		62,371;63,386;157,362;155,347		
train_plates/000000524369.jpg		17,352;15,375;124,387;127,363		
train_plates/000000262228.jpg		160,349;160,375;282,379;282,352		
train_plates/000000262229.jpg		98,15;97,28;165,42;167,28		
train_plates/000000524375.jpg		121,316;122,341;266,325;265,300		
train_plates/000000000089.jpg		502,371;504,393;608,379;606,357		
train_plates/000000262235.jpg		254,443;254,463;371,440;372,421		
train_plates/000000000092.jpg				
train_plates/000000524382.jpg		23,303;23,318;100,330;100,314		
train_plates/000000262239.jpg		30,64;29,79;117,93;118,77		
train_plates/000000262242.jpg		21,130;19,160;161,163;164,133		
train_plates/000000524387.jpg		218,367;221,388;330,358;326,338		
train_plates/000000524389.jpg		392,36;389,55;507,79;510,60		
train_plates/000000524392.jpg		172,75;176,105;335,99;331,70		
train_plates/000000000109.jpg		262,197;261,229;410,245;412,212		
train_plates/000000000110.jpg		374,326;374,357;539,359;538,328		
train_plates/000000305853.jpg				
train_plates/000000000113.jpg		113,474;113,494;208,501;209,480		
train_plates/000000262260.jpg		298,76;298,100;416,87;416,63		
train_plates/000000262261.jpg		179,180;181,211;325,186;322,156		
train_plates/000000262262.jpg				
train_plates/000000226959.jpg		83,348;81,378;240,407;242,377		
train_plates/000000000127.jpg		542,59;542,76;625,69;624,52		
train_plates/000000568000.jpg		220,401;220,417;301,421;302,404		
train_plates/000000262274.jpg		2,314;3,348;163,345;161,312		
train_plates/000000262275.jpg		208,481;210,500;301,498;299,480		
train_plates/000000000133.jpg		267,332;268,353;375,354;374,333		
train_plates/000000000136.jpg				
train_plates/000000000138.jpg		443,405;446,430;568,417;565,393		
train_plates/000000262283.jpg		479,307;478,323;562,325;564,309		
train_plates/000000262284.jpg				
train_plates/000000262285.jpg		341,199;340,222;449,234;451,211		
train_plates/000000000143.jpg		449,164;447,179;534,199;537,184		
train_plates/000000000144.jpg		252,184;251,205;353,202;355,181		
train_plates/000000000151.jpg		156,429;158,457;293,448;291,420		
train_plates/000000000154.jpg		24,406;26,440;192,428;189,394		
train_plates/000000131099.jpg		85,342;85,370;248,377;248,349		
train_plates/000000000164.jpg		351,209;354,241;509,224;506,193		
train_plates/000000000165.jpg		56,302;56,333;205,314;204,284		
train_plates/000000076816.jpg		417,340;416,354;502,371;503,356		
train_plates/000000524459.jpg		295,110;294,124;369,128;371,113		
train_plates/000000262323.jpg		428,213;426,228;509,224;511,210		
train_plates/000000262325.jpg		6,163;6,184;126,181;126,161		
train_plates/000000524470.jpg		256,554;260,587;416,578;412,545		
train_plates/000000524471.jpg		104,275;106,304;259,300;256,271		
train_plates/000000226961.jpg		503,195;503,209;571,200;571,187		
train_plates/000000262329.jpg		462,275;462,290;534,292;535,276		
train_plates/000000524476.jpg		319,361;321,376;394,363;392,349		
train_plates/000000262334.jpg				
train_plates/000000262335.jpg				
train_plates/000000000192.jpg				
train_plates/000000000194.jpg		5,213;6,237;127,227;125,204		
train_plates/000000000196.jpg				
train_plates/000000524486.jpg		93,15;96,38;240,31;236,9		
train_plates/000000000201.jpg		254,360;254,391;419,389;418,359		
train_plates/000000078562.jpg		309,179;309,194;399,178;399,164		
train_plates/000000262347.jpg				
train_plates/000000000208.jpg		54,141;57,161;177,137;173,117		
train_plates/000000262353.jpg		401,12;400,32;516,58;517,37		
train_plates/000000393251.jpg		327,157;326,181;445,187;446,163		
train_plates/000000524500.jpg		469,453;469,474;584,467;583,446		
train_plates/000000524502.jpg				
train_plates/000000262359.jpg		400,107;401,130;524,134;523,110		
train_plates/000000000036.jpg		53,494;53,515;170,513;171,493		
train_plates/000000524507.jpg		264,67;266,94;404,78;401,51		
train_plates/000000524508.jpg		92,167;87,200;244,218;249,185		
train_plates/000000262369.jpg				
train_plates/000000262371.jpg		45,429;46,443;137,440;135,426		
train_plates/000000524518.jpg		285,414;285,437;420,461;421,438		
train_plates/000000262376.jpg		102,45;102,71;226,65;227,40		
train_plates/000000524522.jpg		525,45;523,63;615,74;618,56		
train_plates/000000471376.jpg		430,189;428,218;567,230;570,201		
train_plates/000000000241.jpg		105,543;101,568;246,598;250,573		
train_plates/000000262386.jpg		231,64;232,80;315,71;313,55		
train_plates/000000524531.jpg		239,466;239,482;314,487;314,470		
train_plates/000000524535.jpg		127,285;130,313;290,276;287,249		
train_plates/000000524536.jpg		166,256;164,285;302,296;305,266		
train_plates/000000262393.jpg		313,275;313,300;436,304;436,279		
train_plates/000000262396.jpg		269,428;269,441;339,446;339,433		
train_plates/000000262399.jpg		227,29;227,50;333,47;333,27		
train_plates/000000524547.jpg		139,107;140,126;252,113;251,94		
train_plates/000000262404.jpg		330,197;328,213;413,224;415,208		
train_plates/000000314254.jpg		256,94;259,126;419,102;415,70		
train_plates/000000524551.jpg		300,549;301,563;370,557;369,543		
train_plates/000000524557.jpg		304,23;307,45;435,29;431,7		
train_plates/000000262414.jpg		9,128;6,147;116,143;120,125		
train_plates/000000524333.jpg		4,332;3,344;82,359;84,346		
train_plates/000000262418.jpg		259,241;260,260;354,254;352,235		
train_plates/000000524563.jpg				
train_plates/000000262425.jpg		435,116;435,137;539,139;538,118		
train_plates/000000000283.jpg		46,403;46,420;141,421;142,404		
train_plates/000000524572.jpg		108,70;107,90;210,82;211,62		
train_plates/000000524575.jpg		371,254;370,278;502,304;503,280		
train_plates/000000524577.jpg		234,222;237,247;358,230;355,205		
train_plates/000000000294.jpg		17,268;16,289;130,278;132,258		
train_plates/000000052384.jpg		371,113;374,144;527,141;524,110		
train_plates/000000524594.jpg		288,70;289,86;371,78;369,63		
train_plates/000000524595.jpg		386,323;386,344;488,346;488,325		
train_plates/000000000308.jpg		429,361;427,378;526,380;528,362		
train_plates/000000000309.jpg		369,179;366,201;491,232;495,209		
train_plates/000000262454.jpg		161,324;160,338;239,341;241,327		
train_plates/000000000312.jpg		537,274;537,294;634,289;633,269		
train_plates/000000524601.jpg		1,34;0,46;66,62;68,50		
train_plates/000000000315.jpg		71,122;70,142;169,140;171,121		
train_plates/000000262460.jpg		90,59;87,80;190,98;193,76		
train_plates/000000262463.jpg		130,196;131,213;212,200;210,184		
train_plates/000000262465.jpg		363,446;363,468;475,468;474,446		
train_plates/000000262466.jpg				
train_plates/000000524611.jpg		370,159;373,178;494,154;491,135		
train_plates/000000524613.jpg				
train_plates/000000000326.jpg		147,231;147,250;241,252;241,233		
train_plates/000000480652.jpg		319,72;320,100;463,92;462,64		
train_plates/000000131127.jpg		99,126;100,142;189,148;188,132		
train_plates/000000262476.jpg		106,227;109,256;247,240;244,211		
train_plates/000000524621.jpg		173,354;174,368;251,373;250,358		
train_plates/000000524623.jpg		303,251;301,268;398,292;400,275		
train_plates/000000524625.jpg		288,87;285,114;433,112;436,86		
train_plates/000000000338.jpg		189,85;186,108;297,119;300,96		
train_plates/000000524627.jpg		83,480;83,499;178,495;177,476		
train_plates/000000524628.jpg		437,249;433,277;585,280;589,252		
train_plates/000000262492.jpg		300,168;300,198;459,191;460,162		
train_plates/000000524637.jpg		105,81;106,96;189,84;187,69		
train_plates/000000524638.jpg		159,427;157,451;276,478;279,453		
train_plates/000000262495.jpg				
train_plates/000000524642.jpg		153,170;149,197;302,215;307,188		
train_plates/000000000357.jpg		302,196;302,209;381,194;380,182		
train_plates/000000524646.jpg		180,54;179,74;303,99;305,78		
train_plates/000000000360.jpg		69,294;69,312;155,314;156,295		
train_plates/000000524651.jpg				
train_plates/000000262508.jpg		4,271;3,303;159,309;160,276		
train_plates/000000131133.jpg		81,294;80,308;151,322;152,308		
train_plates/000000524656.jpg		514,272;516,295;636,272;634,250		
train_plates/000000262514.jpg		221,173;220,205;380,201;382,169		
train_plates/000000524661.jpg		184,260;186,274;273,254;271,240		
train_plates/000000524662.jpg		280,129;280,144;356,143;356,129		
train_plates/000000262519.jpg		59,314;58,346;220,358;222,326		
train_plates/000000524665.jpg		152,382;150,410;315,408;317,381		
train_plates/000000262522.jpg		3,131;6,159;152,149;148,121		
train_plates/000000000382.jpg		417,460;417,476;491,475;492,460		
train_plates/000000262528.jpg		89,416;86,446;231,465;235,435		
train_plates/000000262529.jpg		414,117;413,138;525,130;527,109		
train_plates/000000000387.jpg		4,246;7,272;153,267;150,242		
train_plates/000000524677.jpg		202,369;200,401;353,406;355,374		
train_plates/000000524681.jpg		361,39;363,62;494,50;492,27		
train_plates/000000000394.jpg		393,92;394,106;466,93;465,79		
train_plates/000000000395.jpg				
train_plates/000000000397.jpg		107,430;105,449;201,457;203,438		
train_plates/000000000400.jpg		200,604;203,636;360,622;356,591		
train_plates/000000262545.jpg		455,283;459,311;608,270;604,242		
train_plates/000000524690.jpg		289,337;293,371;451,357;447,324		
train_plates/000000000404.jpg		2,103;6,137;165,118;160,84		
train_plates/000000262549.jpg		473,25;471,51;625,67;628,41		
train_plates/000000524694.jpg		538,312;539,326;630,325;629,311		
train_plates/000000524695.jpg		322,64;322,85;426,86;426,64		
train_plates/000000262552.jpg		65,230;69,254;219,226;215,203		
train_plates/000000262554.jpg		101,249;102,276;235,270;234,243		
train_plates/000000436975.jpg		96,173;96,196;212,188;212,166		
train_plates/000000524702.jpg		265,290;265,306;353,306;353,290		
train_plates/000000000415.jpg		272,62;273,78;349,79;348,63		
train_plates/000000262561.jpg		440,162;440,180;537,181;537,162		
train_plates/000000262565.jpg		406,22;406,49;541,46;540,19		
train_plates/000000524710.jpg		485,239;485,253;557,254;557,240		
train_plates/000000000428.jpg		70,64;68,87;182,99;185,76		
train_plates/000000524718.jpg		189,258;190,281;335,278;333,256		
train_plates/000000000431.jpg		43,36;43,59;171,44;172,22		
train_plates/000000262576.jpg		80,134;82,152;189,161;186,142		
train_plates/000000000436.jpg		258,338;258,356;345,360;345,341		
train_plates/000000524725.jpg		84,207;81,231;200,242;204,217		
train_plates/000000000438.jpg		380,381;382,401;483,385;481,365		
train_plates/000000043764.jpg		303,284;300,306;407,310;410,288		
train_plates/000000000443.jpg		462,36;462,51;557,49;556,34		
train_plates/000000000446.jpg		1,545;4,569;122,560;118,536		
train_plates/000000524736.jpg		111,189;111,207;201,208;201,189		
train_plates/000000262599.jpg		240,240;238,256;315,272;317,255		
train_plates/000000000459.jpg		215,588;216,605;312,588;311,571		
train_plates/000000262605.jpg		10,180;11,206;137,189;135,164		
train_plates/000000000077.jpg		23,172;21,194;133,219;135,196		
train_plates/000000262608.jpg		200,145;197,173;345,198;349,169		
train_plates/000000000078.jpg		70,513;71,534;174,519;172,499		
train_plates/000000000472.jpg		253,197;250,219;362,222;366,199		
train_plates/000000000474.jpg		85,133;87,149;164,141;162,126		
train_plates/000000262619.jpg		135,157;134,173;207,183;209,166		
train_plates/000000524766.jpg		8,87;8,121;166,123;167,88		
train_plates/000000262623.jpg		358,49;361,67;470,66;467,48		
train_plates/000000262626.jpg		484,142;484,169;619,173;620,146		
train_plates/000000000486.jpg		316,55;318,82;458,67;456,40		
train_plates/000000000488.jpg		277,36;275,59;394,72;397,49		
train_plates/000000568060.jpg		340,380;342,395;430,376;427,362		
train_plates/000000000490.jpg		148,22;145,52;286,57;290,26		
train_plates/000000000491.jpg		218,186;218,219;378,221;378,188		
train_plates/000000524788.jpg		154,71;152,88;241,107;243,89		
train_plates/000000568062.jpg		7,578;9,603;131,591;128,566		
train_plates/000000000502.jpg		337,233;336,256;451,270;453,247		
train_plates/000000349609.jpg		249,256;245,283;402,313;407,285		
train_plates/000000262651.jpg		151,271;153,283;229,282;226,270		
train_plates/000000000508.jpg				
train_plates/000000262654.jpg		374,392;374,412;472,414;472,394		
train_plates/000000524373.jpg		324,379;322,400;439,426;442,404		
train_plates/000000235701.jpg		60,428;65,461;231,437;226,404		
train_plates/000000262658.jpg		347,342;347,356;415,358;416,344		
train_plates/000000480683.jpg		225,256;226,289;384,285;382,253		
train_plates/000000262662.jpg		476,337;478,350;557,326;554,313		
train_plates/000000000520.jpg		473,353;472,370;557,374;558,357		
train_plates/000000000531.jpg		82,441;85,467;241,434;237,408		
train_plates/000000262677.jpg		120,514;119,536;227,543;228,520		
train_plates/000000524822.jpg		224,188;224,201;310,206;310,192		
train_plates/000000524377.jpg		159,317;159,344;308,349;308,321		
train_plates/000000000536.jpg		97,154;97,188;263,185;262,151		
train_plates/000000043780.jpg		65,156;65,177;167,182;167,160		
train_plates/000000262683.jpg				
train_plates/000000000544.jpg		222,322;222,343;339,324;340,304		
train_plates/000000262690.jpg				
train_plates/000000262691.jpg		480,58;480,80;619,79;618,57		
train_plates/000000262692.jpg		170,15;169,40;302,44;303,19		
train_plates/000000524838.jpg		236,268;234,293;354,306;357,280		
train_plates/000000262703.jpg		331,45;331,72;463,88;464,60		
train_plates/000000000560.jpg		294,94;291,121;430,146;434,118		
train_plates/000000262705.jpg		382,14;380,33;474,46;477,27		
train_plates/000000000562.jpg				
train_plates/000000262707.jpg		14,238;14,256;102,260;102,242		
train_plates/000000000564.jpg		211,68;211,91;332,79;332,57		
train_plates/000000488845.jpg		441,420;440,454;603,464;605,429		
train_plates/000000000569.jpg		148,444;150,470;281,452;278,426		
train_plates/000000000572.jpg		60,289;58,311;160,327;162,304		
train_plates/000000262718.jpg				
train_plates/000000000575.jpg		138,350;136,377;279,403;282,376		
train_plates/000000262724.jpg		254,89;254,117;390,114;389,86		
train_plates/000000000581.jpg		230,231;231,255;347,243;346,219		
train_plates/000000262727.jpg		15,521;14,534;80,528;82,515		
train_plates/000000000584.jpg		15,307;13,337;156,329;158,300		
train_plates/000000000589.jpg		447,93;447,118;568,124;568,98		
train_plates/000000000590.jpg		163,442;165,459;262,434;260,417		
train_plates/000000524881.jpg		333,366;333,383;418,382;418,366		
train_plates/000000262738.jpg		268,286;270,309;396,281;393,259		
train_plates/000000000595.jpg		395,98;396,115;480,110;479,94		
train_plates/000000000597.jpg		156,143;156,160;239,156;238,139		
train_plates/000000524889.jpg		479,200;481,219;571,200;569,182		
train_plates/000000262746.jpg				
train_plates/000000262748.jpg				
train_plates/000000000605.jpg		199,160;197,192;355,199;358,166		
train_plates/000000262752.jpg		117,289;113,320;264,337;268,306		
train_plates/000000524897.jpg		111,5;112,35;258,31;257,1		
train_plates/000000262756.jpg		299,308;299,328;396,333;396,312		
train_plates/000000262758.jpg				
train_plates/000000524905.jpg		94,240;93,259;191,278;193,258		
train_plates/000000000620.jpg		245,10;245,33;382,29;382,6		
train_plates/000000524909.jpg		291,382;290,411;437,417;438,387		
train_plates/000000000623.jpg		4,347;1,369;119,378;122,356		
train_plates/000000000625.jpg				
train_plates/000000000626.jpg		125,10;125,25;198,29;197,14		
train_plates/000000524916.jpg		11,465;9,490;127,503;130,477		
train_plates/000000262777.jpg		290,402;291,427;411,409;409,385		
train_plates/000000000634.jpg		44,200;43,225;169,228;170,202		
train_plates/000000000636.jpg		236,555;233,585;378,608;382,578		
train_plates/000000524927.jpg				
train_plates/000000262786.jpg		224,257;221,287;371,287;375,257		
train_plates/000000384099.jpg		129,125;128,144;226,157;228,137		
train_plates/000000524935.jpg				
train_plates/000000078583.jpg		155,52;153,76;267,97;269,72		
train_plates/000000262800.jpg		493,111;492,133;608,115;609,94		
train_plates/000000000659.jpg		319,276;318,302;436,313;437,287		
train_plates/000000000661.jpg		165,116;164,145;311,161;312,132		
train_plates/000000262810.jpg		184,353;185,375;305,363;304,342		
train_plates/000000524957.jpg		316,167;314,182;406,192;408,177		
train_plates/000000000670.jpg		438,201;438,225;560,224;561,200		
train_plates/000000000671.jpg		305,339;305,356;396,348;396,331		
train_plates/000000000673.jpg		416,39;415,58;531,83;532,64		
train_plates/000000524962.jpg		353,166;353,187;453,184;453,163		
train_plates/000000000675.jpg		289,365;292,389;420,361;416,337		
train_plates/000000524965.jpg		43,142;39,174;194,198;198,166		
train_plates/000000524966.jpg		480,377;480,393;556,395;556,378		
train_plates/000000000684.jpg		130,184;128,203;224,213;226,193		
train_plates/000000524975.jpg		253,220;250,247;390,256;394,229		
train_plates/000000524977.jpg		286,143;286,159;377,158;378,143		
train_plates/000000524979.jpg		251,203;251,224;379,200;379,179		
train_plates/000000000692.jpg		229,135;226,163;362,179;365,150		
train_plates/000000000693.jpg		158,287;157,313;286,322;287,296		
train_plates/000000524983.jpg		272,251;272,268;353,259;352,242		
train_plates/000000524984.jpg		547,14;546,31;632,44;634,27		
train_plates/000000524404.jpg		187,247;189,280;355,269;352,236		
train_plates/000000000699.jpg		48,221;45,252;190,261;194,230		
train_plates/000000262845.jpg		226,52;226,76;366,87;365,62		
train_plates/000000000706.jpg				
train_plates/000000524406.jpg		227,530;228,543;298,537;296,525		
train_plates/000000000711.jpg		248,220;246,240;357,252;359,232		
train_plates/000000000714.jpg		25,306;25,331;167,312;168,288		
train_plates/000000000715.jpg		426,440;428,471;581,468;579,437		
train_plates/000000000716.jpg		115,71;117,99;269,96;266,69		
train_plates/000000497579.jpg		13,165;14,193;145,181;144,154		
